hour,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,raining
22,21.0,21.0,21.0,1016.9,94,5.37,112,False
17,27.0,27.0,27.0,1006.1,83,4.6,270,False
2,28.9,28.9,28.9,1012.6,66,5.1,270,False
23,24.2,24.2,24.2,1011.0,98,14.4,240,False
16,25.96,25.9,26.0,1012.0,88,1.0,0,False
17,27.8,27.8,27.8,1011.9,82,5.1,120,False
15,26.8,26.8,26.8,1011.9,90,2.36,129,False
21,26.58,26.58,26.58,1010.0,82,5.99,97,False
13,25.89,25.89,25.89,1011.0,86,1.79,133,False
1,29.33,28.9,30.0,1011.9,79,3.6,130,False
18,24.95,22.78,26.0,1011.0,88,1.5,160,False
19,26.15,26.0,26.4,1011.0,83,6.7,100,False
11,27.0,27.0,27.0,1011.9,78,2.1,200,False
0,28.0,28.0,28.0,1010.2,83,1.5,90,False
4,28.33,27.9,29.0,1010.2,79,5.7,120,False
20,27.62,27.0,28.0,1010.0,83,2.1,100,False
16,26.4,26.4,26.4,1010.1,89,3.14,121,False
20,27.4,27.4,27.4,1011.0,75,2.62,225,False
18,26.5,26.5,26.5,1011.1,90,3.77,118,False
8,29.82,29.7,30.0,1007.1,66,3.1,120,False
10,27.0,27.0,27.0,1008.1,88,1.0,150,False
15,25.8,25.8,25.8,1010.2,94,3.8,91,False
11,26.76,26.6,27.0,1008.1,78,2.6,10,False
18,27.0,27.0,27.0,1009.1,88,1.87,141,False
15,26.6,26.6,26.6,1014.9,84,2.6,80,False
6,31.4,31.4,31.4,1006.1,68,3.1,110,False
1,26.46,26.1,27.0,1009.1,88,2.7,98,False
13,26.18,26.0,26.3,1016.0,78,7.2,120,False
3,28.3,27.6,29.0,1012.9,66,3.6,90,False
9,30.0,30.0,30.0,1007.3,73,3.1,120,False
13,29.0,29.0,29.0,1009.2,74,3.1,200,False
7,28.36,28.0,28.6,1010.2,69,7.7,140,False
17,26.36,26.0,26.6,1008.1,88,0.6,118,False
16,26.41,26.41,26.41,1011.0,85,6.19,102,False
13,28.0,28.0,28.0,1010.8,78,1.22,34,False
21,27.0,27.0,27.0,1007.0,89,1.54,350,False
8,30.92,30.8,31.0,1009.0,66,3.1,170,False
17,27.26,27.26,27.26,1008.0,83,2.81,329,False
21,25.2,25.2,25.2,1013.7,72,2.6,110,False
4,29.62,29.0,30.0,1007.0,75,5.66,270,False
21,25.4,25.4,25.4,1009.1,93,1.5,80,False
18,25.6,25.6,25.6,1011.9,80,3.6,110,False
11,28.0,28.0,28.0,1008.1,78,3.1,20,False
2,30.73,30.0,31.2,1011.9,70,3.1,120,False
8,25.3,25.3,25.3,1009.0,82,4.96,133,False
0,27.0,27.0,27.0,1010.8,83,2.46,121,False
12,27.39,27.39,27.39,1011.0,84,0.72,55,False
22,25.0,25.0,25.0,1011.1,80,3.6,120,False
4,29.0,29.0,29.0,1013.9,62,5.1,120,False
4,29.94,29.9,30.0,1009.0,70,3.6,260,False
6,25.92,25.92,25.92,1009.0,85,8.6,121,False
17,26.6,26.6,26.6,1011.6,88,2.1,130,False
2,30.27,29.8,31.0,1012.0,70,2.1,290,False
2,31.0,31.0,31.0,1011.9,70,3.6,90,False
1,28.85,28.6,29.0,1013.0,70,2.6,310,False
3,26.65,26.65,26.65,1012.0,83,1.59,138,False
7,32.06,32.0,32.1,1007.0,62,2.6,110,False
7,28.0,28.0,28.0,1007.1,94,1.0,50,False
18,26.0,26.0,26.0,1007.8,85,3.1,350,False
21,25.9,25.8,26.0,1009.1,92,1.24,299,False
15,27.2,27.0,27.4,1011.9,88,1.16,128,False
3,29.6,29.6,29.6,1010.2,70,3.1,280,False
2,29.12,29.0,29.2,1013.9,74,5.1,120,False
15,25.85,25.7,26.0,1010.8,94,1.5,350,False
0,29.0,28.0,30.0,1011.0,74,2.37,104,False
17,24.7,24.7,24.7,1008.4,96,4.99,287,False
0,27.6,27.6,27.6,1013.7,79,4.1,100,False
23,27.2,27.2,27.2,1011.4,79,1.0,20,False
22,25.12,25.0,25.2,1008.0,100,2.1,90,False
0,26.16,26.16,26.16,1012.0,90,1.7,89,False
3,29.75,29.5,30.0,1006.6,70,7.7,280,False
11,24.0,24.0,24.0,1012.9,83,4.1,132,False
0,26.5,26.5,26.5,1009.1,88,1.0,360,False
17,27.85,27.6,28.0,1006.1,78,3.1,310,False
15,24.6,24.6,24.6,1014.9,80,4.1,100,False
19,27.4,27.4,27.4,1010.8,92,2.29,120,False
11,30.0,30.0,30.0,1010.8,66,3.6,90,False
6,30.0,30.0,30.0,1000.0,69,4.1,240,False
23,22.94,22.0,24.5,1013.0,88,1.0,350,False
18,26.6,26.6,26.6,1011.9,79,6.2,120,False
17,26.11,26.0,26.3,1012.0,84,2.06,260,False
12,26.23,26.0,26.7,1013.0,94,5.7,120,False
5,30.0,30.0,30.0,1010.8,66,5.1,120,False
18,27.8,27.8,27.8,1009.8,91,2.1,310,False
15,28.4,28.4,28.4,1009.4,81,3.1,110,False
16,25.0,25.0,25.0,1010.8,94,0.54,209,False
9,29.2,29.2,29.2,1006.1,74,3.6,250,False
17,26.18,26.0,26.3,1010.8,88,7.2,120,False
7,27.23,27.0,27.6,1011.0,66,10.29,120,False
9,29.6,29.6,29.6,1007.1,69,3.6,260,False
6,27.36,27.36,27.36,1011.0,83,4.96,252,False
16,26.08,26.0,26.2,1013.0,84,1.54,270,False
9,29.0,29.0,29.0,1006.9,71,2.6,150,False
0,24.15,22.3,26.0,1012.9,88,4.6,110,False
13,26.36,26.0,26.6,1010.8,88,5.1,120,False
12,26.93,26.8,27.0,1008.0,88,2.1,150,False
10,26.79,26.0,27.3,1011.0,73,5.7,130,False
6,28.0,28.0,28.0,1010.0,65,4.6,120,False
9,28.1,28.0,28.2,1011.9,78,4.6,130,False
17,26.46,26.1,27.0,1010.8,88,2.1,30,False
14,25.24,25.0,25.4,1012.9,100,1.62,107,False
20,27.92,27.8,28.0,1010.0,83,1.0,0,False
3,29.05,29.0,29.1,1013.0,70,3.6,100,False
0,25.68,25.68,25.68,1013.0,83,3.25,108,False
5,29.36,29.0,29.6,1010.2,66,4.1,120,False
3,26.42,26.42,26.42,1013.0,82,5.38,139,False
15,25.95,25.9,26.0,1011.2,87,0.88,38,False
13,27.0,27.0,27.0,1010.8,83,2.1,120,False
0,27.48,27.48,27.48,1009.0,79,0.98,34,False
13,27.0,27.0,27.0,1011.9,78,1.5,120,False
18,25.6,25.6,25.6,1009.2,84,0.4,209,False
0,25.8,25.8,25.8,1009.9,86,2.26,223,False
7,28.24,28.0,28.4,1010.2,74,8.2,110,False
14,28.52,28.2,29.0,1008.1,79,5.1,260,False
11,26.78,26.78,26.78,1012.0,80,0.84,261,False
15,25.0,25.0,25.0,1012.9,83,3.1,130,False
12,27.95,27.9,28.0,1010.2,78,2.6,120,False
5,30.1,30.1,30.1,1007.1,77,3.1,250,False
18,26.07,26.0,26.2,1009.0,94,0.5,0,False
10,27.85,27.0,28.4,1008.1,78,3.6,270,False
15,27.8,27.6,28.0,1010.8,83,4.6,100,False
4,29.24,29.0,29.4,1010.8,70,4.6,160,False
19,26.6,26.6,26.6,1011.6,88,2.1,130,False
22,24.96,24.9,25.0,1009.0,94,0.51,0,False
17,26.76,26.6,27.0,1011.9,83,3.6,130,False
15,26.9,26.8,27.0,1012.4,83,4.1,110,False
9,27.95,27.9,28.0,1010.9,53,5.1,120,False
5,29.3,29.0,29.5,1011.0,70,4.6,100,False
12,26.85,26.7,27.0,1010.0,74,3.6,130,False
9,28.8,28.6,29.0,1003.5,76,2.1,250,False
4,30.64,30.4,31.0,1009.1,74,4.1,290,False
0,25.0,25.0,25.0,1014.0,79,4.63,120,False
2,31.0,31.0,31.0,1010.8,70,2.1,100,False
23,27.85,27.0,28.4,1010.2,88,1.5,350,False
7,28.0,28.0,28.0,1006.0,85,4.4,127,False
5,30.0,30.0,30.0,1010.8,70,4.1,110,False
21,25.44,25.44,25.44,1011.0,85,2.34,111,False
9,27.93,27.8,28.0,1010.0,74,7.7,120,False
19,26.8,26.8,26.8,1010.2,83,4.31,122,False
6,31.0,31.0,31.0,1007.0,71,3.6,190,False
22,27.91,27.91,27.91,1004.0,76,6.29,308,False
14,27.12,27.0,27.2,1010.8,88,2.1,210,False
13,27.0,27.0,27.0,1010.7,81,2.1,130,False
13,26.0,26.0,26.0,1010.8,88,3.39,71,False
23,26.0,26.0,26.0,1010.8,83,2.49,64,False
21,24.4,24.4,24.4,1009.6,94,0.94,139,False
14,26.96,26.9,27.0,1008.0,78,8.2,280,False
14,27.0,27.0,27.0,1009.1,88,0.95,249,False
4,29.06,29.0,29.1,1011.0,70,3.6,260,False
1,30.0,30.0,30.0,1012.9,74,5.1,110,False
18,27.09,27.0,27.3,1005.3,88,1.0,160,False
23,27.01,27.01,27.01,1010.0,85,5.71,97,False
7,28.04,28.0,28.1,1008.0,74,5.77,128,False
20,25.4,25.4,25.4,1011.8,90,2.87,129,False
12,29.8,29.8,29.8,1007.1,81,2.1,80,False
14,27.82,27.5,28.0,1008.0,83,3.6,320,False
3,30.2,30.2,30.2,1013.8,61,2.1,110,False
7,26.43,26.43,26.43,1011.0,75,5.92,140,False
16,26.0,26.0,26.0,1010.2,83,2.27,103,False
7,28.48,28.0,28.8,1011.0,69,7.2,120,False
1,27.0,27.0,27.0,1010.2,83,4.1,100,False
12,25.6,25.6,25.6,1012.9,76,2.1,130,False
16,25.0,25.0,25.0,1012.9,73,3.6,110,False
0,27.8,27.8,27.8,1011.0,76,3.97,79,False
16,26.8,26.8,26.8,1014.0,80,5.1,130,False
14,28.88,28.8,29.0,1010.8,79,6.2,260,False
11,28.45,28.0,29.2,1009.0,78,1.0,0,False
1,27.39,27.0,28.0,1009.0,83,4.1,260,False
20,26.81,26.81,26.81,1008.0,84,6.16,278,False
12,27.6,27.6,27.6,1009.1,72,2.1,120,False
1,26.32,26.32,26.32,1013.0,76,5.22,115,False
5,29.76,29.6,30.0,1007.1,74,4.1,270,False
20,27.66,27.1,28.0,1010.0,88,2.6,130,False
14,27.39,27.0,28.0,1009.1,83,1.54,23,False
0,27.75,27.5,28.0,1008.4,72,2.65,84,False
1,25.79,25.0,27.0,1015.9,69,5.1,120,False
21,26.2,26.0,26.4,1010.0,84,3.6,270,False
4,29.0,29.0,29.0,1011.9,74,3.6,130,False
0,26.7,26.4,27.0,1013.0,78,3.6,90,False
8,26.77,26.77,26.77,1010.0,83,9.3,124,False
2,25.67,25.67,25.67,1014.0,75,7.83,107,False
22,25.6,25.6,25.6,1009.1,94,1.0,120,False
16,26.47,26.47,26.47,1010.0,86,4.92,94,False
7,27.3,27.0,27.5,1010.8,69,3.1,140,False
9,29.2,29.0,29.4,1004.1,79,2.1,60,False
23,27.0,27.0,27.0,1008.1,88,4.6,270,False
22,26.96,26.9,27.0,1011.0,78,4.6,120,False
1,28.39,28.0,29.0,1012.9,74,3.6,100,False
11,27.77,27.4,28.0,1004.0,79,0.51,0,False
13,23.0,23.0,23.0,1013.9,88,2.88,183,False
14,26.7,26.2,27.0,1013.0,78,1.5,160,False
15,26.6,26.6,26.6,1012.8,81,3.1,130,False
10,28.0,28.0,28.0,1008.1,78,4.1,110,False
21,25.31,24.44,26.9,1008.5,88,1.5,230,False
2,30.2,30.2,30.2,1012.4,70,5.7,110,False
1,27.2,27.2,27.2,1008.0,76,4.1,340,False
6,31.2,31.0,31.4,1006.7,68,4.1,130,False
11,27.4,27.4,27.4,1009.8,84,3.1,120,False
19,26.45,26.0,27.2,1007.0,94,1.03,0,False
8,28.19,28.0,28.5,1009.0,74,6.2,260,False
2,31.0,31.0,31.0,1010.2,74,2.1,250,False
4,27.6,27.6,27.6,1011.4,71,2.6,120,False
7,30.15,29.6,31.0,1010.8,58,4.1,120,False
10,28.1,28.1,28.1,1011.5,63,4.1,120,False
0,26.4,26.4,26.4,1012.2,85,1.6,116,False
12,25.2,25.2,25.2,1011.7,74,3.1,130,False
16,26.76,26.6,27.0,1009.1,83,2.1,190,False
8,28.42,28.0,29.0,1008.0,83,7.78,125,False
21,25.07,25.0,25.2,1005.0,94,0.5,340,False
5,28.18,28.0,28.3,1013.9,69,5.1,110,False
1,27.89,27.7,28.0,1012.0,83,6.7,100,False
11,24.96,24.9,25.0,1012.0,94,2.1,90,False
15,27.6,27.6,27.6,1010.2,82,4.1,280,False
19,28.0,28.0,28.0,1007.1,88,1.5,100,False
21,24.97,24.9,25.0,1011.0,94,1.0,0,False
8,28.0,28.0,28.0,1010.2,61,4.6,110,False
13,28.0,28.0,28.0,1005.0,83,4.1,270,False
0,26.2,26.2,26.2,1011.9,82,3.1,110,False
12,28.4,28.4,28.4,1008.7,81,1.5,90,False
7,29.0,29.0,29.0,1011.9,74,4.6,110,False
16,25.06,25.0,25.1,1010.8,88,3.1,120,False
2,28.0,28.0,28.0,1013.9,69,3.6,100,False
23,26.12,26.0,26.2,1010.2,94,1.5,10,False
4,28.15,27.6,29.0,1012.9,70,6.2,120,False
10,28.3,28.0,28.5,1008.0,83,2.1,260,False
13,25.5,25.5,25.5,1008.9,83,2.6,110,False
5,30.2,30.2,30.2,1007.2,71,3.1,110,False
21,27.91,27.91,27.91,1010.0,68,4.45,96,False
12,26.87,26.6,27.0,1011.0,83,3.6,110,False
17,26.0,26.0,26.0,1008.1,94,1.3,113,False
22,24.18,24.0,24.3,1012.9,94,3.1,140,False
12,25.8,25.8,25.8,1013.4,86,2.6,110,False
3,30.2,30.2,30.2,1011.9,71,3.6,90,False
0,25.73,25.2,26.0,1012.0,79,1.54,350,False
8,27.85,27.6,28.0,1010.0,84,2.06,170,False
1,25.82,25.7,26.0,1009.1,94,1.5,300,False
14,27.0,27.0,27.0,1011.9,83,4.1,300,False
14,26.48,26.0,26.8,1006.1,88,1.5,20,False
22,26.0,26.0,26.0,1010.0,88,1.0,0,False
3,31.03,31.0,31.1,1010.0,70,5.1,90,False
2,29.0,29.0,29.0,1009.1,79,2.1,280,False
21,28.83,28.5,29.0,1003.0,66,8.0,310,False
16,26.0,26.0,26.0,1014.9,88,5.1,110,False
6,29.4,28.8,30.0,1009.8,79,6.2,110,False
21,25.6,25.6,25.6,1011.4,83,3.1,120,False
17,27.7,27.5,28.0,1006.1,83,2.6,300,False
4,29.21,28.7,30.0,1010.8,74,3.6,110,False
15,27.9,27.8,28.0,1012.2,84,1.5,150,False
4,27.96,27.9,28.0,1010.0,74,7.2,90,False
1,29.48,29.0,30.0,1010.2,74,2.6,130,False
15,25.26,25.26,25.26,1013.0,76,6.91,109,False
11,26.0,26.0,26.0,1010.8,69,2.6,170,False
4,27.0,27.0,27.0,1011.9,78,5.1,110,False
22,26.19,26.0,26.5,1009.0,94,3.1,100,False
16,28.0,28.0,28.0,1012.9,78,3.6,100,False
12,25.1,25.0,25.3,1012.0,88,4.6,110,False
18,24.0,24.0,24.0,1010.2,89,0.91,25,False
3,29.2,29.2,29.2,1010.2,73,4.1,300,False
7,28.12,28.0,28.2,1010.2,74,4.6,120,False
1,28.0,28.0,28.0,1013.9,74,3.1,130,False
17,26.96,26.9,27.0,1006.0,89,2.06,330,False
20,26.73,26.2,27.0,1010.0,89,2.06,100,False
19,25.5,25.5,25.5,1007.7,84,3.6,110,False
0,27.0,27.0,27.0,1010.2,78,1.5,10,False
9,28.0,28.0,28.0,1011.0,61,4.6,190,False
14,27.0,27.0,27.0,1005.1,83,5.7,300,False
15,26.03,26.0,26.1,1014.0,79,6.69,110,False
14,27.0,27.0,27.0,1010.2,83,2.1,60,False
10,25.22,25.22,25.22,1012.0,82,4.06,144,False
0,25.85,25.7,26.0,1009.1,78,4.24,102,False
22,26.0,26.0,26.0,1010.2,94,1.93,299,False
0,21.7,21.7,21.7,1013.7,88,2.33,104,False
7,30.0,30.0,30.0,1007.1,79,6.7,260,False
1,28.0,28.0,28.0,1012.9,74,3.1,130,False
2,29.85,29.0,30.4,1011.9,74,4.6,280,False
11,26.2,26.2,26.2,1010.8,83,4.1,110,False
14,28.64,28.4,29.0,1010.2,79,2.1,250,False
13,28.0,28.0,28.0,1010.0,78,6.76,114,False
20,21.0,21.0,21.0,1010.2,94,4.32,115,False
0,26.4,26.4,26.4,1010.8,88,1.0,90,False
7,29.0,29.0,29.0,1009.1,70,2.1,330,False
12,26.5,26.5,26.5,1010.7,76,1.5,160,False
20,27.8,27.8,27.8,1008.1,77,6.2,280,False
17,26.2,26.2,26.2,1009.2,87,4.92,109,False
7,30.92,30.8,31.0,1008.0,74,4.1,250,False
4,27.37,27.37,27.37,1009.0,82,4.92,120,False
16,26.4,26.4,26.4,1012.3,88,3.1,40,False
0,27.0,27.0,27.0,1010.8,83,1.5,10,False
15,26.62,26.62,26.62,1012.0,71,5.77,111,False
19,23.0,23.0,23.0,1010.2,87,1.0,170,False
12,25.9,25.7,26.0,1010.0,88,3.1,270,False
23,26.58,26.58,26.58,1010.0,84,3.37,79,False
8,29.0,29.0,29.0,1005.1,74,4.1,270,False
8,28.0,28.0,28.0,1010.2,69,5.7,260,False
23,26.0,26.0,26.0,1007.7,93,4.75,88,False
11,26.0,26.0,26.0,1010.2,88,2.07,112,False
21,24.93,24.8,25.0,1007.0,94,1.5,50,False
9,31.1,31.0,31.2,1009.1,66,2.6,270,False
14,25.04,25.04,25.04,1014.0,83,5.33,115,False
12,25.93,25.8,26.0,1012.0,69,4.6,110,False
8,28.0,28.0,28.0,1009.1,61,2.6,130,False
6,27.0,27.0,27.0,1010.0,82,6.24,118,False
22,24.52,24.0,25.4,1014.0,83,1.5,20,False
11,28.77,28.4,29.0,1007.0,79,3.6,130,False
2,24.74,24.74,24.74,1013.0,81,5.01,110,False
7,30.0,30.0,30.0,1006.1,74,3.6,260,False
14,26.0,26.0,26.0,1011.9,73,2.6,140,False
5,31.2,31.2,31.2,1009.5,56,5.1,90,False
16,29.0,29.0,29.0,1012.9,79,3.1,120,False
12,27.1,27.0,27.2,1011.1,87,3.1,110,False
13,26.88,26.8,27.0,1009.1,88,1.5,60,False
21,29.0,29.0,29.0,1008.1,80,4.1,260,False
0,24.0,24.0,24.0,1011.9,89,1.0,30,False
14,26.0,26.0,26.0,1012.9,83,3.1,110,False
5,30.76,30.6,31.0,1008.1,70,5.7,270,False
14,26.08,26.0,26.2,1012.0,78,6.7,110,False
18,26.5,26.5,26.5,1009.7,85,3.1,110,False
22,25.04,25.0,25.1,1010.0,83,1.5,40,False
2,28.3,28.0,28.5,1012.9,69,7.2,140,False
12,26.9,26.8,27.0,1010.8,78,2.6,130,False
16,24.3,24.0,24.8,1011.0,83,0.5,0,False
23,27.0,27.0,27.0,1010.2,94,1.5,340,False
2,30.85,30.6,31.0,1010.0,58,3.1,110,False
12,27.0,27.0,27.0,1013.0,78,6.2,110,False
21,24.8,24.8,24.8,1011.3,80,4.6,120,False
20,25.0,25.0,25.0,1009.1,94,1.05,80,False
6,30.4,30.4,30.4,1009.9,67,4.1,120,False
14,28.0,28.0,28.0,1008.1,83,4.1,270,False
18,25.6,25.6,25.6,1010.8,83,1.88,121,False
22,24.94,24.9,25.0,1010.2,88,2.94,60,False
16,25.92,25.8,26.0,1013.0,83,3.6,120,False
18,24.9,24.9,24.9,1012.8,83,4.6,90,False
12,28.0,28.0,28.0,1009.1,83,4.1,270,False
16,24.8,24.8,24.8,1014.9,71,3.6,120,False
5,31.0,31.0,31.0,1010.2,55,6.7,120,False
12,27.6,27.6,27.6,1006.9,84,0.62,153,False
19,29.0,29.0,29.0,1007.8,84,2.6,340,False
9,28.9,28.7,29.0,1007.0,74,5.1,120,False
4,29.88,29.8,30.0,1010.2,74,4.1,90,False
10,29.42,29.0,29.7,1007.1,79,5.1,260,False
8,27.52,27.2,28.0,1010.2,69,3.1,230,False
20,24.4,24.4,24.4,1006.4,93,1.59,104,False
0,27.23,27.0,27.5,1008.9,86,1.5,10,False
6,31.0,31.0,31.0,1009.1,66,3.1,120,False
13,25.0,25.0,25.0,1010.8,88,6.7,110,False
2,29.11,29.0,29.3,1015.0,79,4.63,120,False
4,30.66,30.1,31.0,1009.0,70,1.5,0,False
9,26.65,26.65,26.65,1007.0,86,5.38,135,False
11,28.0,28.0,28.0,1006.9,88,0.92,79,False
6,30.75,30.5,31.0,1007.9,68,6.7,110,False
12,28.4,28.4,28.4,1011.7,73,1.5,210,False
19,26.1,26.0,26.2,1009.1,94,2.75,148,False
14,28.06,28.0,28.1,1010.2,88,3.6,120,False
23,28.8,28.8,28.8,1007.1,82,2.55,113,False
20,26.24,26.24,26.24,1008.0,88,1.72,115,False
7,30.76,30.6,31.0,1009.1,70,6.2,260,False
3,29.0,29.0,29.0,1012.0,67,4.1,90,False
13,27.0,27.0,27.0,1008.1,83,2.6,200,False
7,32.1,32.1,32.1,1007.5,61,2.1,160,False
9,28.6,28.2,29.0,1009.1,66,4.1,120,False
4,25.76,25.76,25.76,1014.0,78,6.12,125,False
7,31.0,31.0,31.0,1010.2,66,5.7,130,False
14,25.0,25.0,25.0,1008.1,94,5.78,267,False
5,26.61,26.61,26.61,1009.0,86,2.45,183,False
11,28.0,28.0,28.0,1006.1,83,5.1,260,False
9,26.4,26.4,26.4,1010.2,74,5.1,120,False
9,28.87,28.6,29.0,1008.0,70,5.7,150,False
12,26.93,26.8,27.0,1010.0,78,8.2,130,False
5,31.0,31.0,31.0,1007.1,70,7.7,270,False
14,26.76,26.6,27.0,1011.0,78,4.1,110,False
8,30.06,30.0,30.1,1008.0,70,5.1,110,False
11,25.22,25.22,25.22,1010.0,87,0.95,177,False
3,28.1,28.0,28.3,1011.0,69,5.7,110,False
16,25.76,25.6,26.0,1011.9,83,2.6,110,False
17,27.87,27.87,27.87,1008.0,85,2.31,82,False
6,30.93,30.8,31.0,1005.0,70,5.1,280,False
8,29.7,29.5,30.0,1005.1,62,5.7,280,False
14,27.0,27.0,27.0,1010.8,94,1.0,130,False
0,27.0,27.0,27.0,1011.0,83,3.1,40,False
6,32.0,32.0,32.0,1008.1,56,4.1,250,False
19,24.7,24.2,25.0,1011.0,94,2.06,340,False
17,25.2,25.2,25.2,1008.3,88,2.1,260,False
21,24.6,24.6,24.6,1010.2,93,4.16,98,False
9,29.8,29.8,29.8,1009.1,76,2.1,150,False
15,25.1,25.0,25.2,1014.0,88,4.6,120,False
15,26.6,26.6,26.6,1012.0,92,2.29,127,False
1,30.27,29.8,31.0,1010.0,66,1.5,210,False
7,30.92,30.8,31.0,1006.0,66,3.6,110,False
11,25.82,25.82,25.82,1010.0,87,5.43,132,False
10,28.4,28.4,28.4,1004.9,73,2.6,10,False
23,27.3,27.0,27.5,1010.8,83,4.1,110,False
14,28.24,28.0,28.4,1011.0,83,2.6,170,False
20,22.6,22.2,23.0,1011.9,83,4.99,114,False
15,26.6,26.6,26.6,1010.8,87,2.67,282,False
16,26.0,26.0,26.0,1008.1,94,2.6,320,False
5,28.52,28.2,29.0,1010.2,58,4.1,90,False
12,24.0,24.0,24.0,1011.9,88,5.1,120,False
11,30.06,30.0,30.1,1010.0,79,4.1,120,False
10,29.97,29.0,30.6,1003.1,70,7.7,320,False
23,25.24,25.0,25.4,1008.1,100,1.0,60,False
9,31.5,31.5,31.5,1009.1,59,3.1,200,False
22,23.12,23.0,23.2,1012.0,83,6.45,108,False
14,27.59,27.59,27.59,1010.0,83,2.43,289,False
19,27.4,27.4,27.4,1005.3,84,5.1,270,False
23,26.53,26.0,27.4,1010.0,89,1.03,360,False
6,32.0,32.0,32.0,1007.1,64,7.2,280,False
1,28.27,27.8,29.0,1010.2,79,6.2,300,False
16,27.88,27.8,28.0,1010.8,78,3.1,100,False
20,26.6,26.6,26.6,1007.1,90,2.17,88,False
4,30.04,30.0,30.1,1008.0,79,4.12,260,False
16,24.4,24.4,24.4,1014.0,88,2.13,130,False
14,29.0,29.0,29.0,1011.9,74,1.0,20,False
2,29.0,29.0,29.0,1012.9,74,5.7,110,False
6,26.86,26.86,26.86,1008.0,90,4.23,146,False
6,33.0,33.0,33.0,1007.1,66,4.1,260,False
18,26.8,26.8,26.8,1011.9,85,3.6,110,False
17,26.95,26.95,26.95,1011.0,83,2.18,83,False
11,25.59,25.59,25.59,1011.0,86,3.37,131,False
17,26.11,26.0,26.3,1013.0,83,3.6,90,False
6,29.0,29.0,29.0,1010.2,68,4.1,270,False
16,25.48,25.0,25.8,1012.9,88,1.93,77,False
8,29.0,29.0,29.0,1010.2,70,3.6,120,False
21,26.86,26.86,26.86,1007.0,88,0.79,12,False
13,26.0,26.0,26.0,1010.8,94,1.0,140,False
0,29.1,29.0,29.2,1009.6,74,4.1,300,False
4,26.73,26.73,26.73,1009.0,80,5.78,127,False
20,27.27,27.27,27.27,1005.0,81,9.1,279,False
16,25.0,25.0,25.0,1012.9,88,4.1,120,False
12,25.1,25.0,25.3,1011.0,83,1.5,160,False
23,26.57,24.0,28.0,1013.0,74,2.0,270,False
13,25.0,25.0,25.0,1012.9,83,3.6,140,False
4,30.0,30.0,30.0,1012.9,62,4.1,100,False
11,25.03,25.03,25.03,1013.0,81,7.34,118,False
20,23.5,23.5,23.5,1009.1,94,1.5,119,False
18,25.7,25.4,26.0,1012.9,78,5.1,140,False
6,28.8,28.4,29.0,1011.0,62,7.2,160,False
1,28.2,28.2,28.2,1008.8,80,0.75,342,False
12,27.4,27.4,27.4,1010.2,75,3.1,120,False
6,27.8,27.8,27.8,1012.6,64,3.6,110,False
0,26.4,26.4,26.4,1011.9,85,1.5,140,False
19,26.8,26.8,26.8,1009.0,82,5.5,106,False
6,31.0,31.0,31.0,1007.1,74,5.1,260,False
21,26.77,26.3,27.0,1011.0,88,2.6,340,False
8,28.33,27.9,29.0,1008.1,74,5.1,120,False
2,30.34,30.0,30.9,1007.0,70,9.26,270,False
8,30.0,30.0,30.0,1007.1,74,3.1,120,False
12,26.72,26.72,26.72,1009.0,79,2.62,124,False
7,30.03,30.0,30.1,1006.0,70,9.3,260,False
0,26.83,26.5,27.0,1012.0,69,2.1,20,False
23,26.94,26.0,28.5,1009.0,83,3.53,101,False
20,25.91,25.91,25.91,1011.0,70,6.79,99,False
3,29.03,29.0,29.1,1010.0,74,3.1,120,False
16,26.96,26.9,27.0,1007.0,84,2.57,320,False
18,26.83,26.5,27.0,1011.0,89,2.06,130,False
5,29.76,29.6,30.0,1007.1,74,3.6,250,False
21,23.8,23.8,23.8,1011.9,87,4.95,87,False
4,31.15,31.0,31.4,1010.0,79,5.1,260,False
4,29.0,29.0,29.0,1011.9,70,6.2,110,False
3,29.9,29.7,30.0,1012.0,70,3.6,280,False
23,25.0,25.0,25.0,1010.8,94,4.6,111,False
9,27.0,27.0,27.0,1011.9,78,6.2,110,False
7,28.0,28.0,28.0,1010.8,74,3.1,110,False
23,27.79,27.79,27.79,1010.0,76,4.49,280,False
15,28.77,28.3,29.0,1009.0,83,2.1,330,False
15,25.0,25.0,25.0,1012.9,75,1.5,120,False
16,26.96,26.9,27.0,1013.0,84,6.69,100,False
0,28.1,28.0,28.2,1011.0,77,4.6,280,False
13,24.23,24.23,24.23,1014.0,78,5.07,115,False
3,25.79,25.79,25.79,1013.0,88,1.48,174,False
16,27.0,27.0,27.0,1007.1,88,7.7,270,False
10,28.09,28.09,28.09,1009.0,81,4.78,119,False
13,26.0,26.0,26.0,1009.8,84,3.8,95,False
5,25.22,25.22,25.22,1010.0,86,4.79,228,False
22,25.38,25.38,25.38,1013.0,73,5.69,109,False
12,26.87,26.6,27.0,1008.0,79,1.03,0,False
22,26.2,26.2,26.2,1010.6,80,2.6,120,False
22,26.12,26.0,26.2,1011.9,88,3.6,140,False
2,26.94,26.94,26.94,1009.0,82,1.67,271,False
6,28.0,28.0,28.0,1011.9,64,4.6,110,False
1,26.0,26.0,26.0,1016.0,78,7.2,100,False
22,25.19,25.0,25.5,1009.0,89,0.51,0,False
